MSSV,Ho,Ten,Diem
19308208,Gisela,Amasa,2.2
19308209,Leona,Baylor,9.7
19308210,Johna,Concha,5.3
19308211,Gerrie,Terrence,8
19308212,Sandie,Thema,2.5
19308213,Antonietta,Tannie,4.6
19308214,Vanessa,Waite,4
19308215,Mellicent,Suk,7.3
19308216,Sara-Ann,Marijo,5.2
19308217,Rochette,Garlinda,4.5
19308218,Leona,Warthman,8.6
19308219,Lorne,Jethro,1.4
19308220,Tarra,Abernon,1.7
19308221,Christal,Burkle,3.8
19308222,Beverley,Durware,4.9
19308223,Jacenta,Iiette,5.9
19308224,Winny,Newell,5.4
19308225,Agnese,Pierette,8.1
19308226,Joceline,Etom,2.8
19308227,Renae,Kalinda,1.7
19308228,Hollie,Boycey,1.7
19308229,Amara,Pandolfi,2.5
19308230,Halette,Remmer,9.7
19308231,Dulcinea,Nahum,5.9
19308232,Leontine,Amadas,2
19308233,Kaia,Zuzana,9.1
19308234,Britte,Afton,3.9
19308235,Suzette,Olin,2.5
19308236,Merci,Pearse,2.8
19308237,Ulrike,Wilona,9
19308238,Emilia,Seessel,7.4
19308239,Xylina,Ethban,9.4
19308240,Minda,My,8.9
19308241,Kimberley,Nikaniki,9.7
19308242,Max,Hanleigh,7.5
19308243,Sonni,Oscar,5.2
19308244,Roxane,Laverne,4.7
19308245,Amii,Elo,1.2
19308246,Bernardine,Chandler,9.5
19308247,Regina,Clarissa,1.5
19308248,Maridel,Hashim,9.9
19308249,Susette,Goldina,2.3
19308250,Tamqrah,Jacinda,7
19308251,Merle,Erlandson,5.3
19308252,Cassondra,Raul,6.1
19308253,Rosanne,Azeria,7.6
19308254,Janis,Shelba,9.3
19308255,Dari,Pulsifer,4.7
19308256,Melina,Horan,1.1
19308257,Valeda,Mintz,1.8
19308258,Jan,Hubert,7.5
19308259,Carilyn,Whittaker,10
19308260,Mellicent,Ricki,9.8
19308261,Natka,Winthorpe,3.8
19308262,Janeczka,Henrie,1.9
19308263,Feliza,Gino,2.9
19308264,Rosaline,Blake,4.7
19308265,Janis,Manolo,1
19308266,Alisha,Arquit,7.2
19308267,Arlena,Laurianne,4.3
19308268,Millie,Bluh,5.7
19308269,Carolina,Wyn,4.2
19308270,Deloria,Sawtelle,3.5
19308271,Giustina,Natalia,7.4
19308272,Caryl,Carvey,1.4
19308273,Nannie,Pierette,9.2
19308274,Hollie,Elisha,10
19308275,Shell,Rugen,9.2
19308276,Courtnay,Erlandson,6.1
19308277,Eolanda,Klotz,6.9
19308278,Steffane,Bronk,3.7
19308279,Cindelyn,Elsinore,7.5
19308280,Lacie,Erich,11
19308281,Flory,Krystle,8.3
19308282,Genovera,Cristi,4.2
19308283,Jenilee,O'Neill,2.7
19308284,Carree,Blisse,1.4
19308285,Ginnie,Junie,9.2
19308286,Georgina,Scammon,1.7
19308287,Nicoli,Robertson,6.5
19308288,Blake,Lay,2.5
19308289,Georgetta,Baudin,10
19308290,Jenilee,Orpah,3.2
19308291,Cristabel,Carbo,5.7
19308292,Bernie,McAdams,6.3
19308293,Pearline,Gaspard,9.6
19308294,Miquela,Bergman,9.9
19308295,Selia,Vernier,7.3
19308296,Hildegaard,Tice,9
19308297,Hildegaard,Cristi,6.4
19308298,Melanie,Annabella,4.2
19308299,Sarette,Melony,4.3
19308300,Asia,Regan,2
19308301,Marcelline,Stuart,9.7
19308302,Marguerite,Robertson,7.4
19308303,Gerianna,Yerkovich,6.1
19308304,Aryn,Ramona,7.6
19308305,Nickie,Bari,4.1
19308306,Ulrike,Amand,5.3
19308307,Henriette,Orpah,4.6
19308308,Gale,Vanni,3.3
19308309,Devina,Denis,5.8
19308310,Tierney,Rudolph,4.6
19308311,Sarette,Bach,2.7
19308312,Gale,Kiersten,9.6
19308313,Rani,Delacourt,5.5
19308314,Jeanna,Ellerey,2
19308315,Tybie,Colleen,3.1
19308316,Lynea,Means,8.8
19308317,Teriann,Angelis,5.5
19308318,Tierney,Crudden,4.7
19308319,Verla,Schalles,6.1
19308320,Roseline,Kesley,5.3
19308321,Bettine,Reinke,9
19308322,Kirbee,Devlen,8.5
19308323,Rivalee,Beniamino,4.4
19308324,Alisha,Swanhildas,3.2
19308325,Marsiella,Aloise,10
19308326,Clementine,Koziara,9.5
19308327,Wilma,Graig,8.8
19308328,Rochette,Bultman,5.8
19308329,Adele,Elephus,5.1
19308330,Eadie,Lorain,5.8
19308331,Raf,Faro,9.1
19308332,Kate,Leifeste,7.4
19308333,Shel,Amadas,6.3
19308334,Shannah,Amand,5.7
19308335,Bee,Helfand,1.2
19308336,Mamie,Minetta,11
19308337,Vere,Laurianne,3.4
19308338,Shirlee,Gordon,2.2
19308339,Sophia,Cristi,2.7
19308340,Jsandye,Fancie,1.2
19308341,Marline,Gibbeon,8.8
19308342,Betta,Malvino,1.7
19308343,Belva,Jacobah,1.4
19308344,Beatriz,Pattin,5.5
19308345,Emmey,Mendez,8.9
19308346,Xylina,Merat,3.1
19308347,Cissiee,Craggie,9.6
19308348,Ileana,Miru,6
19308349,Alameda,Seagraves,8.3
19308350,Cyb,Brandice,7
19308351,Elise,Norrie,2.3
19308352,Darci,Greenwald,6
19308353,Wilma,Read,3.7
19308354,Lucy,Margarete,7.9
19308355,Nananne,Eno,2.1
19308356,Oona,Raama,9.6
19308357,Beth,Erlandson,8
19308358,Yolane,Ariella,2.1
19308359,Gwenneth,Harriman,9.4
19308360,Laure,Skurnik,9.5
19308361,Chastity,Phi,9.2
19308362,Blinni,Nester,8.2
19308363,Cathyleen,Center,1.4
19308364,Xylina,Nicoline,4.2
19308365,Kirstin,Karl,7.4
19308366,Loree,Eldrid,9.6
19308367,Deane,Ehrman,2
19308368,Gerrie,Prouty,7.1
19308369,Damaris,Annabella,9.3
19308370,Shaylyn,Fosque,2.4
19308371,Xylina,Adrienne,8
19308372,Atlanta,Crudden,9.5
19308373,Gerianna,Hutchison,4.7
19308374,Orelia,Haymes,3.7
19308375,Hermione,Yerkovich,8.3
19308376,Jenda,Delila,9
19308377,Pearline,Kauppi,5.4
19308378,Norine,Bandeen,1.1
19308379,Sue,Cassius,3
19308380,Mary,Olin,7.4
19308381,Louella,Noman,1.7
19308382,Hallie,Milson,1.2
19308383,Xylina,Blake,8.6
19308384,Annaliese,Stelle,5.3
19308385,Bertine,Markman,2.7
19308386,Vita,Behre,7.6
19308387,Dania,Brodench,4.7
19308388,Ernesta,Breed,6.1
19308389,Marcy,Jacinda,9.7
19308390,Lolita,Teryn,6.7
19308391,Randa,Faust,3.8
19308392,Sean,Dex,3.9
19308393,Elie,Kiersten,5.1
19308394,Tressa,Colp,9.9
19308395,Ida,Libna,1.3
19308396,Lyssa,Vary,5.4
19308397,Elyssa,Barbey,3.1
19308398,Zondra,Isidore,5.6
19308399,Consuela,Concha,9.4
19308400,Krystle,Sigfrid,1.4
19308401,Christian,Robertson,6.5
19308402,Nanete,Bigner,9.1
19308403,Sibella,Susannah,4.1
19308404,Misha,Manolo,5.8
19308405,Yvonne,Amethist,9.9
19308406,Dania,Joli,5.4
19308407,Janeczka,Infield,4.6
19308408,Juliane,Byrne,5.4
19308409,Sheelagh,Robertson,7.8
19308410,Jerry,Lia,8.9
19308411,Moyna,Adlare,8.7
19308412,Dotty,Stephie,9.1
19308413,Priscilla,Tamar,7.1
19308414,Selma,Drisko,8.1
19308415,Margette,Felizio,2.2
19308416,Alleen,Carbo,9.3
19308417,Cristine,Fontana,5.5
19308418,Imojean,Pillsbury,3.5
19308419,Penelopa,Cohdwell,5.2
19308420,Cissiee,Vastah,3.4
19308421,Alisha,Toffic,9.7
19308422,Zaria,Schenck,9.5
19308423,Shannah,Engdahl,6.1
19308424,Vevay,Odell,9.5
19308425,Cristine,Forrer,9.9
19308426,Eugine,Sprage,1.2
19308427,Shel,Pattin,3.6
19308428,Neila,Sundin,7.7
19308429,Brana,Adalbert,9.3
19308430,Ninnetta,Kylander,8.4
19308431,Consuela,Dielu,9.1
19308432,Netty,Concha,1.5
19308433,Dorice,Malvino,1.8
19308434,Sissy,Oster,2.6
19308435,Alia,Heisel,1.3
19308436,Tami,Noman,9.9
19308437,Codie,Grobe,7.2
19308438,Georgetta,Ardeha,5.3
19308439,Tracey,Thema,5.4
19308440,Paola,Vharat,8.3
19308441,Wendi,Sibyls,2
19308442,Maud,Posner,9.1
19308443,Shannah,Cressida,6.9
19308444,Catrina,Podvin,2
19308445,Wilma,Roche,2
19308446,Maridel,Means,2.3
19308447,Ingrid,Cleo,4.8
19308448,Sabina,Wenoa,7.4
19308449,Cherilyn,Fry,9.4
19308450,Lita,Stevy,6.6
19308451,Genovera,Cookie,3.1
19308452,Stephanie,Medrek,9.7
19308453,Therine,Hoban,2.5
19308454,Gerrie,Stacy,7.9
19308455,Gilda,Dudley,1.5
19308456,Anallese,Jotham,9.5
19308457,Rosanne,Germann,1.3
19308458,Gusty,Wittie,7.6
19308459,Laurene,Helve,4.3
19308460,Korrie,Dudley,1.3
19308461,Katleen,Clie,4.8
19308462,Binny,Dominy,1.6
19308463,Hallie,Norvol,2.7
19308464,Tierney,Naor,8.9
19308465,Ricky,Seessel,8.7
19308466,Marjie,Madox,1.9
19308467,Ingrid,Schonfeld,8.1
19308468,Roz,Ax,7.6
19308469,Rosanne,Goth,4.1
19308470,Lesly,Justinn,4.1
19308471,Tori,Lunsford,2.8
19308472,Dolli,Erich,7.9
19308473,Marcy,Raffo,1.8
19308474,Genevra,Christal,4.1
19308475,Lilith,Keily,6.1
19308476,Leona,Bertold,5.6
19308477,Vita,Ethban,9.7
19308478,Cyb,An,7.9
19308479,Jessy,Anderea,5.8
19308480,Concettina,Carey,6.2
19308481,Valeda,Breed,1.2
19308482,Nannie,Seligman,7.2
19308483,Selia,Fosque,3.7
19308484,Sean,Howlyn,5.9
19308485,Sara-Ann,Bury,1.4
19308486,Taffy,Vernier,6.9
19308487,Noelle,Sinegold,7.1
19308488,Dede,Croix,6.4
19308489,Lauryn,Pillsbury,5.9
19308490,Bernardine,Raychel,9.5
19308491,Ellette,Cordi,4.9
19308492,Susan,Fink,5.6
19308493,Anica,Lacombe,8.7
19308494,Nicoli,Tjon,2.6
19308495,Wynne,Granoff,8.2
19308496,Tierney,Celestine,9.8
19308497,Karolina,Briney,3.8
19308498,Merci,Vary,7
19308499,Coral,Zina,5.5
19308500,Lily,Alcott,2.5
19308501,Gerianna,Martguerita,6.1
19308502,Lelah,Dorcy,9.6
19308503,Britte,Edee,8.4
19308504,Teriann,Wilkinson,4.3
19308505,Minda,Pillsbury,7.5
19308506,Gianina,Faria,1.9
19308507,Loree,Yam,4.8
19308508,Agnese,Johnsson,2.8
19308509,Dominga,Verger,5.6
19308510,Micheline,Vivle,1.6
19308511,Rhoda,Merna,3.7
19308512,Hallie,Kalinda,3.3
19308513,Ulrike,Blisse,8.9
19308514,Violet,Couture,1.4
19308515,Andree,Minetta,5.9
19308516,Annabela,My,6.5
19308517,Kathy,Erskine,2.5
19308518,Kellen,Hoban,5.4
19308519,Chere,Croix,11
19308520,Monika,Michella,9.3
19308521,Bibby,Garrison,2.8
19308522,Eadie,Schlosser,7
19308523,Gwenneth,Sammons,2
19308524,Britni,Hanshaw,5.5
19308525,Bobbi,Darbie,7.3
19308526,Zia,Ortrude,6
19308527,Daune,Ellord,8.1
19308528,Anestassia,Cosenza,7.5
19308529,Candi,Tiffa,9.3
19308530,Rhoda,Olympium,1.7
19308531,Elbertina,Morgun,9.3
19308532,Frances,Rudolph,9.5
19308533,Rozele,Colp,7.6
19308534,Liana,Mayeda,8.8
19308535,Olivette,Honoria,6.3
19308536,Doro,Concha,9.2
19308537,Elbertina,Charmine,7.8
19308538,Kate,Hanleigh,6.7
19308539,Ileana,Tatianas,6.3
19308540,Corina,Goerke,8.9
19308541,Alia,Ardra,3.5
19308542,Nyssa,Sancho,5.4
19308543,Lonnie,Colleen,4.3
19308544,Emmey,Cyrie,9.9
19308545,Zaria,Kat,5.6
19308546,Maridel,Francyne,9.1
19308547,Belva,McGrody,4.7
19308548,Darlleen,Agle,6.9
19308549,Elora,Cleavland,2.4
19308550,Yvonne,Sinegold,2.7
19308551,Kristina,Bonilla,8.7
19308552,Darci,Georgy,1.3
19308553,Gaylene,Cottle,2.2
19308554,Charmaine,Orlene,9.2
19308555,Lauryn,Danby,8.4
19308556,Bill,Sinegold,4.2
19308557,Emilia,Natalia,6.9
19308558,Oralee,Joachim,2.8
19308559,Julieta,Bennie,5.5
19308560,Carol-Jean,Telfer,8
19308561,Chickie,Pacorro,1.3
19308562,Cordi,Yuille,6.5
19308563,Roseline,Orpah,9.6
19308564,Kara-Lynn,Colbert,8
19308565,Carolina,Wittie,9.6
19308566,Blondelle,Damarra,9.2
19308567,Tiffie,Malvino,9.9
19308568,Nita,Ashok,2.7
19308569,Chickie,Edvard,8
19308570,Melodie,Rubie,3.3
19308571,Mireielle,Naashom,5.7
19308572,Raquela,Tamsky,9.6
19308573,Brana,Clie,9.7
19308574,Genevra,Blisse,3.3
19308575,Vivia,Shuler,7.7
19308576,Micheline,Bluh,9.8
19308577,Gwenneth,Faria,3.7
19308578,Clo,Bergman,5.1
19308579,Kelly,Milde,9.2
19308580,Janenna,Prober,4.9
19308581,Laurene,Kolnick,2.1
19308582,Miquela,Colyer,2.2
19308583,Kaia,Raffo,6.7
19308584,Ezmeralda,Karna,7.8
19308585,Corene,Wildermuth,2.2
19308586,Jasmina,Lay,9
19308587,Janeczka,Remmer,6.6
19308588,Noelle,Nea,6.1
19308589,Hyacinthe,Corabella,9.8
19308590,Max,Libna,8.4
19308591,Lisette,Ledah,3.5
19308592,Florie,Grimbly,1
19308593,Dale,Berard,9.7
19308594,Deane,Engdahl,6.1
19308595,Cacilie,Cristi,9.1
19308596,Dale,Sidonius,3.5
19308597,Cherrita,Larochelle,8.4
19308598,Cassondra,Tacye,9.4
19308599,Lauryn,Delila,1.3
19308600,Alyssa,Blisse,5.5
19308601,Diena,Sisile,7.4
19308602,Dode,Fiester,1.9
19308603,Viviene,Maxi,5.7
19308604,Gerianna,Kannry,2.2
19308605,Margalo,Minetta,2.6
19308606,Sean,Ferrell,8.6
19308607,Marylou,Jotham,5.8
19308608,Charissa,Stav,8.9
19308609,Zaria,Kannry,1.2
19308610,Nessie,Taima,4.7
19308611,Kerrin,Karl,8.5
19308612,Luci,Kenwood,4.8
19308613,Annaliese,Ries,8.8
19308614,Beth,Buttaro,7.2
19308615,Demetris,Morrill,7.8
19308616,Jsandye,Keelia,3.5
19308617,Phedra,Goode,7
19308618,Arlina,Goerke,4.3
19308619,Alyssa,Federica,9.5
19308620,Gisela,Cornelia,6.8
19308621,Carmela,Elisha,1.7
19308622,Rhoda,Thomasina,6.4
19308623,Yetty,Aldric,2.7
19308624,Kara-Lynn,Annabella,4.6
19308625,Roseline,Robertson,7.2
19308626,Stacey,Angelis,5.3
19308627,Nadine,Nahum,6.8
19308628,Pollyanna,Publia,1.6
19308629,Cathie,Thema,7.8
19308630,Ivett,Corilla,7
19308631,Jobi,Thilda,9.1
19308632,Ebonee,Ashely,9.6
19308633,Jany,Charmine,3.7
19308634,Hayley,Warthman,4.7
19308635,Britte,Kauppi,4
19308636,Lucille,Xerxes,1.1
19308637,Ulrike,Jenness,8.6
19308638,Sallie,Gaal,7.4
19308639,Pearline,Stoller,6.8
19308640,Jillayne,Jeanne,4.9
19308641,Jessy,Kaete,1.7
19308642,Anallese,Gilbertson,4.2
19308643,Margalo,Bach,4.3
19308644,Netty,Cleo,7.3
19308645,Damaris,Celestine,4.6
19308646,Annaliese,Belldas,2.7
19308647,Beverley,Vilma,3.6
19308648,Bee,Harriman,8.8
19308649,Berget,Martsen,4.4
19308650,Mara,Magnolia,9.8
19308651,Benita,Wiener,5.2
19308652,Deedee,Kannry,2.7
19308653,Ernesta,Swigart,11
19308654,Rosanne,Darian,1.6
19308655,Adele,Duwalt,8.9
19308656,Kathy,Heisel,2.2
19308657,Demetris,Obed,9.4
19308658,Lelah,Paton,5.5
19308659,Cyb,Center,3.5
19308660,Arlina,Buckler,5.3
19308661,Deane,Tice,8.8
19308662,Claresta,Lory,8.7
19308663,Betta,Minetta,5.3
19308664,Cassondra,Lowry,7
19308665,Layla,My,9.5
19308666,Lorne,Kathie,8
19308667,Quintina,Poppy,2.3
19308668,Selia,Maples,5.8
19308669,Christian,Billye,8.7
19308670,Jerry,Ambrosia,5.4
19308671,Shaylyn,Bebe,4.4
19308672,Nerta,Atcliffe,5
19308673,Sharai,Loleta,3
19308674,Elena,Sawtelle,1.3
19308675,Karolina,Kussell,6.6
19308676,Maridel,Janene,7.6
19308677,Tilly,Zamora,4.8
19308678,Gilda,Pettiford,5.6
19308679,Cordi,Chem,6.4
19308680,Delilah,Rosette,2.1
19308681,Tracey,Viddah,4.5
19308682,Carolina,Dorine,1.7
19308683,Candi,Tayib,9.6
19308684,Olwen,Gordon,6.7
19308685,Tilly,Burnside,7.6
19308686,Marylou,Bluh,6.7
19308687,Demetris,Flita,1.2
19308688,Kellen,Bultman,9.6
19308689,Rhea,Uund,4.6
19308690,Joy,Carvey,4.6
19308691,Karolina,Winnick,4.2
19308692,Ronna,Center,6.3
19308693,Kathi,Woodberry,9.4
19308694,Glenda,Cristi,3.5
19308695,Hallie,Joeann,8
19308696,Mariann,Judye,4.8
19308697,Janeczka,Salvidor,6.3
19308698,Claresta,Girardo,2.2
19308699,Madeleine,Wilona,9.8
19308700,Nyssa,Hessler,6.6
19308701,Jenilee,Hermes,6.2
19308702,Arlena,Skell,7.6
19308703,Riannon,Shields,4.7
19308704,Sissy,Bari,4.9
19308705,Dale,Chesna,7.2
19308706,Adele,Tryck,7.9
19308707,Donnie,My,7.4
19308708,Marleah,Joni,9.8
19308709,Sibella,Jehu,2.4
19308710,Myriam,Bluh,9.6
19308711,Emelina,Poll,4.5
19308712,Nollie,Bord,7.6
19308713,Angela,Ferino,7.3
19308714,Jaclyn,Ledah,9.9
19308715,Averyl,Desai,3.6
19308716,Clementine,Lucienne,9.2
19308717,Aubrie,Even,5.2
19308718,Althea,Kauppi,3.1
19308719,Rosene,Ciro,1.1
19308720,Danny,Miru,3.7
19308721,Henriette,Fleeta,5
19308722,Basia,Haldas,7.4
19308723,Clo,Vharat,2.7
19308724,Nollie,Eckblad,5.5
19308725,Yolane,McLaughlin,1.1
19308726,Frank,Frendel,1.5
19308727,Jacquetta,Garlinda,10
19308728,Romona,Zina,8.7
19308729,Allyce,Durante,8.2
19308730,Aubrie,Etom,5.8
19308731,Sallie,Fancie,1.7
19308732,Robbi,Erlandson,5.6
19308733,Carmela,Bebe,4
19308734,Felice,Rurik,2.7
19308735,Albertina,Avi,8.9
19308736,Courtnay,Borrell,6
19308737,Drucie,Fabiola,9.7
19308738,Agnese,Modie,9.6
19308739,Clementine,Leifeste,1.3
19308740,Janeczka,Stelle,8.8
19308741,Jackie,Grayce,6.3
19308742,Sharlene,Henebry,2.8
19308743,Tera,Persse,3.6
19308744,Tatiania,Genna,2.9
19308745,Pearline,Faust,2.2
19308746,Wynne,Munn,6.2
19308747,Nollie,Corilla,4
19308748,Doro,Milson,9
19308749,Selma,Richers,9.4
19308750,Theodora,Hedve,4.4
19308751,Di,Nore,6.9
19308752,Dari,Greenwald,9.9
19308753,Rosabelle,Peonir,8.1
19308754,Nollie,Diann,8.4
19308755,Nelle,Lymann,3.4
19308756,Morganica,Merell,7.3
19308757,Darlleen,Eachern,3
19308758,Brianna,Destinee,8.2
19308759,Yvonne,Joseph,3.8
19308760,Lyssa,Genna,8
19308761,Dyann,Olnee,9.9
19308762,Leia,Magdalen,8
19308763,Josephine,Bord,3
19308764,Elyssa,Masao,6
19308765,Zsa Zsa,Pascia,6.2
19308766,Clarice,Campball,7
19308767,Brietta,Adalbert,4.6
19308768,Paulita,Gwenore,4.9
19308769,Malina,Torray,4.2
19308770,Molli,Autrey,7.5
19308771,Miquela,Seagraves,9.8
19308772,Margette,Carlson,1.4
19308773,Gratia,Francyne,9.3
19308774,Michaelina,Serilda,1.6
19308775,Ricky,Shaver,8
19308776,Yvonne,Brandice,9.9
19308777,Dorthy,Pillsbury,4.8
19308778,Calla,Sothena,4.3
19308779,Harmonia,Ardra,9.1
19308780,Melina,Grayce,5.1
19308781,Elena,Atonsah,9.9
19308782,Blinni,Silvan,4.1
19308783,Larine,Erlandson,3.3
19308784,Vanessa,Alabaster,6.5
19308785,Devina,Bryna,9.1
19308786,Letizia,Croix,9.8
19308787,Alex,Clara,6.9
19308788,Vanessa,Alfons,6
19308789,Gianina,Remmer,3.7
19308790,Elka,Tice,6.2
19308791,Jere,Lilybelle,1.2
19308792,Aurelie,Borrell,1.5
19308793,Joceline,Janene,7.9
19308794,Aimil,Toor,1.8
19308795,Dyann,Ortrude,7.7
19308796,Max,Rese,1.3
19308797,Jere,Frendel,9.3
19308798,Deane,Kathie,4.8
19308799,Tybie,Persse,9.6
19308800,Rebeca,Modie,5.9
19308801,Caritta,Fillbert,4.2
19308802,Kaia,Nea,3.1
19308803,Lilith,Magnolia,3
19308804,Thalia,Glovsky,7.5
19308805,Maud,Hieronymus,4.3
19308806,Annaliese,Gert,3.2
19308807,Shel,Lunsford,3.1
19308808,Cristine,Janene,7.9
19308809,Ronna,Kiersten,6
19308810,Sarette,Eiser,9.4
19308811,Lonnie,Creamer,1.7
19308812,Daune,Luhe,1.9
19308813,Neila,Gino,4.2
19308814,Maridel,Mike,7.7
19308815,Karena,Lacombe,8
19308816,Lynde,Voletta,8.4
19308817,Jennica,Toni,6.2
19308818,Anica,Revkah,2.5
19308819,Riannon,Neils,3.8
19308820,Nicoli,Pulsifer,2.5
19308821,Kirstin,Charity,3
19308822,Wynne,Ailyn,11
19308823,Drucie,Daniele,8.9
19308824,Madalyn,Quinn,1.7
19308825,Anestassia,Oneida,4.8
19308826,Nikki,Oriana,4.7
19308827,Celestyna,Justinn,2.4
19308828,Janey,Chick,7.8
19308829,Daune,Bates,9.2
19308830,Sara-Ann,Bates,6.5
19308831,Jillayne,Bahr,6.1
19308832,Bettine,Dominy,9.8
19308833,Jeanna,Standing,8.6
19308834,Mignon,Nance,1.6
19308835,Heida,Lanita,8.6
19308836,Demetris,Campball,3.9
19308837,Amalie,Pulsifer,8.8
19308838,Hettie,Karylin,2.2
19308839,Lorenza,Neva,2.5
19308840,Noelle,Narton,9.9
19308841,Jorry,Stefa,1.8
19308842,Debee,Sothena,9.6
19308843,Elsie,Laverne,9.5
19308844,Mathilda,Friede,6.1
19308845,Kary,Remmer,9.4
19308846,Jacenta,Scammon,8.5
19308847,Ricky,Leler,5.5
19308848,Courtnay,Haldas,9.2
19308849,Consuela,Cynar,1.9
19308850,Lorie,Rebecka,2.7
19308851,Consuela,Martsen,8.7
19308852,Hildegaard,Peonir,6.5
19308853,Ericka,Amethist,4.2
19308854,Ashlee,Vins,3.3
19308855,Oralee,Nedrud,8.1
19308856,Florie,Medrek,4.4
19308857,Melodie,Dunkin,7.2
19308858,Jaclyn,Munn,8.8
19308859,Ann-Marie,Schalles,4.9
19308860,Perry,Ethban,8.5
19308861,Kenna,Rolf,8.2
19308862,Meriel,Edvard,7.7
19308863,Meriel,Ingra,1.2
19308864,Natka,Hedve,9.7
19308865,Jacenta,Sammons,9.6
19308866,Chastity,Carlson,9.4
19308867,Nannie,Leopold,2.1
19308868,Shaine,Lynn,9.1
19308869,Jean,Drisko,5.2
19308870,Jasmina,Shelba,6
19308871,Corina,Cadmar,1.7
19308872,Andree,Niccolo,6.1
19308873,Shandie,Evangelia,2.7
19308874,Adelle,Darbie,5.4
19308875,Allyce,Gaynor,3.2
19308876,Ketti,Faust,8.3
19308877,Malina,Hourigan,9.1
19308878,Latisha,Brotherson,5.4
19308879,Jolyn,Loring,9.4
19308880,Molli,Payson,4.1
19308881,Joelly,Franza,5.6
19308882,Carly,Wallis,3.2
19308883,Shell,Rosette,5.7
19308884,Ekaterina,Whittaker,8.6
19308885,Dacia,Maisey,7.4
19308886,Roslyn,Khorma,5.9
19308887,Letizia,Woodberry,2.1
19308888,Charissa,Maryanne,8.8
19308889,Giustina,Kronfeld,2.6
19308890,Dulce,Berriman,4.4
19308891,Hallie,Stuart,1.6
19308892,Marcy,Wiener,1.9
19308893,Harmonia,Gunn,9.6
19308894,Joane,Justinn,4.8
19308895,Melodie,Felecia,8.3
19308896,Deedee,Pettiford,8.8
19308897,Nickie,Ingra,1.7
19308898,Jerry,Adlare,7
19308899,Fredericka,Camden,9.9
19308900,Laure,Bonilla,4
19308901,Netty,Schonfeld,1.2
19308902,Britni,Prober,7.7
19308903,Feliza,Sikorski,1.4
19308904,Belva,Drisko,4.4
19308905,Susan,Lucienne,9.4
19308906,Jenilee,Paton,3.6
19308907,Lesly,Bennie,2.4
19308908,Nickie,Payson,9.1
19308909,Krystle,Tacye,1
19308910,Lorenza,Ackerley,1.5
19308911,Wileen,Brieta,6.2
19308912,Nessie,Terrence,1.5
19308913,Sabina,Larochelle,7.7
19308914,Britte,Stevy,1.5
19308915,Aaren,Pattin,7.1
19308916,Georgina,Chauncey,3
19308917,Mady,Jary,9.5
19308918,Aurore,Papageno,8.6
19308919,Brena,Giff,9.4
19308920,Margette,Anis,9.3
19308921,Asia,Redmond,8.8
19308922,Claudina,Rolf,4.2
19308923,Rori,Hurley,6.6
19308924,Dominga,Edison,10
19308925,Patricia,Kristi,9.3
19308926,Brianna,Garek,3.4
19308927,Loree,Janith,9.2
19308928,Roberta,Verger,6
19308929,Ketti,Pascia,2.9
19308930,Ellette,Nore,3.9
19308931,Marjie,Seligman,6
19308932,Cyb,Jobi,7.6
19308933,Maisey,Kesley,3.7
19308934,Aurore,Erlandson,9.4
19308935,Fawne,Harday,7.8
19308936,Benita,Iiette,3.5
19308937,Averyl,Parsaye,8.3
19308938,Quintina,Greenwald,6.5
19308939,Anica,Adore,9.6
19308940,Gretal,Brittani,5.7
19308941,Dorothy,Tayib,8
19308942,Janey,Lipson,8.4
19308943,Carree,Ietta,9.2
19308944,Max,Syd,3.4
19308945,Laurene,Peti,4.9
19308946,Robbi,Vilma,2.3
19308947,Damaris,Masao,3.7
19308948,Catrina,Lay,5.4
19308949,Violet,Santoro,5
19308950,Brooks,Reidar,3.9
19308951,Chloris,Cloris,9.9
19308952,Taffy,Ambrosia,7.6
19308953,Marika,O'Rourke,4.9
19308954,Abbie,Rocray,5.6
19308955,Taffy,Uund,2.8
19308956,Melodie,Monaco,8.8
19308957,Belva,Cressida,9.9
19308958,Allis,Millda,8.6
19308959,Iseabal,Cottle,1.7
19308960,Harrietta,Sheedy,6
19308961,Clarice,Strephon,4.8
19308962,Lolita,Haerr,3.8
19308963,Anica,Alwin,8.4
19308964,Blake,Jobi,9.4
19308965,Hyacinthe,Marcellus,7.2
19308966,Adriana,Brandice,9.4
19308967,Gerianna,Marisa,2.1
19308968,Evaleen,Claudine,3.5
19308969,Glenda,Fleeta,3.4
19308970,Albertina,Alice,3.5
19308971,Barbi,Darbie,9.2
19308972,Amara,McGrody,2.6
19308973,Ethel,Billye,9.9
19308974,Danny,Creamer,3.3
19308975,Kylynn,Thar,9.2
19308976,Delilah,Martsen,3.7
19308977,Ernesta,Kylander,1.6
19308978,Doralynne,Cloris,6.3
19308979,Sheelagh,Quinn,9.2
19308980,Brana,Leopold,5.2
19308981,Maye,Virgin,7.2
19308982,Valli,Geffner,6
19308983,Linet,Viddah,9.3
19308984,Tracey,Tomasina,9.6
19308985,Consuela,Gemini,6.8
19308986,Florencia,Carbo,9.9
19308987,Renie,Jefferey,5.9
19308988,Yetty,Arathorn,4
19308989,Nataline,Alabaster,5.5
19308990,Charlena,Stefa,6.7
19308991,Riannon,Breed,9.6
19308992,Elora,Ellerey,8.1
19308993,Lita,Medrek,4.7
19308994,Natka,Delila,9.5
